OG0000000: AN0004 AN0376 AN10000 AN10001 AN10256 AN10632 AN10649 AN10846 AN2670 AN2713 AN2714 AN3471 AN3500 AN5065 AN5095 AN5470 AN6966 AN6968 AN7830 AN7831 AN7845 AN7846 AN8295 AN8305 AN8576
OG0000001: AN0669 AN0826 AN0975 AN11044 AN11091 AN2291 AN2732 AN3047 AN3478 AN4391 AN4877 AN5334 AN5863 AN6559 AN7516 AN8788 AN9046 AN9505
OG0000002: AN10066 AN10127 AN10329 AN1070 AN4079 AN4291 AN5956 AN9416
OG0000003: AN0263 AN0683 AN3048 AN4335 AN5963 AN8186 AN9381
OG0000004: AN2661 AN2711 AN2796 AN3980 AN7833 AN8207
OG0000005: lcl|NC_032090.1_cds_XP_019330818.1_2310 lcl|NC_032092.1_cds_XP_710107.2_3445 lcl|NC_032092.1_cds_XP_716542.2_3581 lcl|NC_032094.1_cds_XP_710014.2_4619 lcl|NC_032095.1_cds_XP_720299.2_4779 lcl|NC_032096.1_cds_XP_710262.2_5636
OG0000006: AN0368 AN0621 AN7094 AN7977 AN8648
OG0000007: EDP47064 EDP47889 EDP48566
OG0000008: EDP47913 EDP47950 EDP48586
OG0000009: EDP48546 EDP49511 EDP50765
OG0000010: EDP49504 EDP50758 EDP50819
OG0000011: AN6156 AN8717 AN9495
OG0000012: AN5244 AN5251 AN9239
OG0000013: lcl|NC_032089.1_cds_XP_719072.1_2 lcl|NC_032091.1_cds_XP_717839.1_2353 lcl|NC_032093.1_cds_XP_721963.2_4250
OG0000014: lcl|NC_032089.1_cds_XP_719071.2_3 lcl|NC_032090.1_cds_XP_710489.2_1354 lcl|NC_032094.1_cds_XP_710505.2_4252
OG0000015: lcl|NC_032091.1_cds_XP_019330880.1_2942 lcl|NC_032091.1_cds_XP_716088.1_2941 lcl|NC_032091.1_cds_XP_716639.2_2919
OG0000016: lcl|NC_032091.1_cds_XP_716065.2_2935 lcl|NC_032091.1_cds_XP_716079.2_2922 lcl|NC_032094.1_cds_XP_718074.2_4592
OG0000017: lcl|NC_032094.1_cds_XP_710069.2_4577 lcl|NC_032094.1_cds_XP_719106.2_4500 lcl|NC_032094.1_cds_XP_719146.2_4529
OG0000018: EDP53021 EDP55499
OG0008587: EDP53417
OG0008588: EDP52416
OG0008589: EDP53319
OG0008590: EDP52616
OG0008591: EDP52864
OG0008592: EDP52502
OG0008593: EDP52963
OG0008594: EDP52361
OG0008595: EDP53327
OG0008596: EDP52600
OG0008597: EDP52842
OG0008598: EDP53046
OG0008599: EDP53509
OG0008600: EDP53579
OG0008601: EDP52887
OG0008602: EDP52232
OG0008603: EDP52559
OG0008604: EDP52597
OG0008605: EDP52672
OG0008606: EDP53201
OG0008607: EDP53286
OG0008608: EDP52567
OG0008609: EDP52851
OG0008610: EDP53186
OG0008611: EDP53526
OG0008612: EDP53578
OG0008613: EDP52537
OG0008614: EDP52769
OG0008615: EDP53179
OG0008616: EDP53429
OG0008617: EDP52520
OG0008618: EDP53288
OG0008619: EDP52593
OG0008620: EDP53031
OG0008621: EDP53267
OG0008622: EDP52584
OG0008623: EDP53194
OG0008624: EDP53536
OG0008625: EDP52852
OG0008626: EDP53173
OG0008627: EDP53343
OG0008628: EDP52332
OG0008629: EDP53117
OG0008630: EDP52996
OG0008631: EDP52930
OG0008632: EDP53069
OG0008633: EDP52517
OG0008634: EDP52866
OG0008635: EDP52671
OG0008636: EDP53294
OG0008637: EDP52413
OG0008638: EDP52531
OG0008639: EDP52661
OG0008640: EDP52555
OG0008641: EDP53437
OG0008642: EDP52236
OG0008643: EDP53481
OG0008644: EDP53098
OG0008645: EDP52739
OG0008646: EDP53473
OG0008647: EDP53384
OG0008648: EDP53580
OG0008649: EDP52412
OG0008650: EDP52460
OG0008651: EDP52774
OG0008652: EDP52298
OG0008653: EDP52363
OG0008654: EDP52893
OG0008655: EDP53494
OG0008656: EDP52431
OG0008657: EDP52910
OG0008658: EDP52917
OG0008659: EDP53141
OG0008660: EDP53465
OG0008661: EDP52448
OG0008662: EDP53664
OG0008663: EDP52759
OG0008664: EDP53099
OG0008665: EDP52287
OG0008666: EDP53178
OG0008667: EDP52841
OG0008668: EDP52714
OG0008669: EDP53017
OG0008670: EDP53547
OG0008671: EDP52980
OG0008672: EDP53308
OG0008673: EDP52994
OG0008674: EDP52381
OG0008675: EDP53484
OG0008676: EDP52419
OG0008677: EDP53497
OG0008678: EDP52825
OG0008679: EDP53643
OG0008680: EDP53335
OG0008681: EDP53449
OG0008682: EDP52353
OG0008683: EDP53648
OG0008684: EDP53165
OG0008685: EDP53389
OG0008686: EDP52359
OG0008687: EDP52903
OG0008688: EDP53607
OG0008689: EDP52225
OG0008690: EDP52511
OG0008691: EDP52302
OG0008692: EDP52855
OG0008693: EDP52732
OG0008694: EDP53408
OG0008695: EDP52290
OG0008696: EDP52982
OG0008697: EDP52546
OG0008698: EDP52828
OG0008699: EDP52959
OG0008700: EDP52677
OG0008701: EDP53391
OG0008702: EDP52583
OG0008703: EDP52709
OG0008704: EDP52526
OG0008705: EDP53555
OG0008706: EDP53159
OG0008707: EDP52424
OG0008708: EDP53645
OG0008709: EDP52389
OG0008710: EDP52509
OG0008711: EDP52610
OG0008712: EDP53106
OG0008713: EDP53146
OG0008714: EDP52273
OG0008715: EDP52292
OG0008716: EDP52829
OG0008717: EDP53003
OG0008718: EDP52743
OG0008719: EDP52957
OG0008720: EDP52257
OG0008721: EDP53325
OG0008722: EDP53055
OG0008723: EDP53512
OG0008724: EDP53426
OG0008725: EDP53532
OG0008726: EDP52599
OG0008727: EDP52457
OG0008728: EDP52617
OG0008729: EDP52330
OG0008730: EDP52819
OG0008731: EDP53113
OG0008732: EDP52532
OG0008733: EDP53535
OG0008734: EDP53135
OG0008735: EDP53387
OG0008736: EDP53480
OG0008737: EDP53030
OG0008738: EDP52275
OG0008739: EDP52510
OG0008740: EDP53374
OG0008741: EDP53646
OG0008742: EDP53053
OG0008743: EDP52247
OG0008744: EDP52967
OG0008745: EDP52262
OG0008746: EDP53468
OG0008747: EDP52423
OG0008748: EDP52909
OG0008749: EDP53255
OG0008750: EDP52878
OG0008751: EDP53015
OG0008752: EDP53002
OG0008753: EDP53008
OG0008754: EDP52455
OG0008755: EDP52437
OG0008756: EDP52989
OG0008757: EDP53245
OG0008758: EDP52501
OG0008759: EDP52827
OG0008760: EDP52684
OG0008761: EDP52350
OG0008762: EDP52333
OG0008763: EDP52445
OG0008764: EDP53211
OG0008765: EDP52454
OG0008766: EDP52557
OG0008767: EDP52429
OG0008768: EDP52797
OG0008769: EDP52278
OG0008770: EDP53332
OG0008771: EDP52264
OG0008772: EDP52619
OG0008773: EDP52682
OG0008774: EDP52708
OG0008775: EDP53210
OG0008776: EDP53492
OG0008777: EDP53525
OG0008778: EDP52280
OG0008779: EDP52770
OG0008780: EDP53130
OG0008781: EDP53422
OG0008782: EDP53561
OG0008783: EDP52340
OG0008784: EDP53256
OG0008785: EDP53372
OG0008786: EDP52942
OG0008787: EDP53027
OG0008788: EDP53452
OG0008789: EDP52401
OG0008790: EDP53647
OG0008791: EDP53436
OG0008792: EDP52382
OG0008793: EDP53082
OG0008794: EDP52311
OG0008795: EDP52394
OG0008796: EDP53232
OG0008797: EDP53269
OG0008798: EDP52442
OG0008799: EDP53368
OG0008800: EDP53156
OG0008801: EDP53625
OG0008802: EDP53340
OG0008803: EDP53239
OG0008804: EDP53596
OG0008805: EDP53606
OG0008806: EDP52251
OG0008807: EDP52450
OG0008808: EDP52316
OG0008809: EDP53278
OG0008810: EDP52342
OG0008811: EDP52938
OG0008812: EDP52255
OG0008813: EDP52764
OG0008814: EDP53419
OG0008815: EDP52395
OG0008816: EDP53204
OG0008817: EDP53519
OG0008818: EDP53413
OG0008819: EDP53432
OG0008820: EDP53566
OG0008821: EDP52428
OG0008822: EDP52745
OG0008823: EDP52904
OG0008824: EDP53328
OG0008825: EDP52466
OG0008826: EDP52609
OG0008827: EDP53279
OG0008828: EDP52906
OG0008829: EDP52281
OG0008830: EDP53035
OG0008831: EDP52632
OG0008832: EDP52670
OG0008833: EDP52760
OG0008834: EDP53628
OG0008835: EDP53478
OG0008836: EDP52716
OG0008837: EDP52992
OG0008838: EDP53149
OG0008839: EDP52469
OG0008840: EDP53533
OG0008841: EDP52846
OG0008842: EDP53258
OG0008843: EDP52983
OG0008844: EDP53190
OG0008845: EDP52711
OG0008846: EDP53380
OG0008847: EDP52538
OG0008848: EDP53424
OG0008849: EDP52658
OG0008850: EDP52860
OG0008851: EDP53028
OG0008852: EDP53020
OG0008853: EDP52863
OG0008854: EDP47063
OG0008855: EDP47060
OG0008856: EDP47061
OG0008857: EDP47386
OG0008858: EDP47254
OG0008859: EDP47280
OG0008860: EDP47375
OG0008861: EDP47300
OG0008862: EDP47371
OG0008863: EDP47276
OG0008864: EDP47433
OG0008865: EDP47432
OG0008866: EDP47275
OG0008867: EDP47307
OG0008868: EDP47358
OG0008869: EDP47394
OG0008870: EDP47298
OG0008871: EDP47360
OG0008872: EDP47384
OG0008873: EDP47227
OG0008874: EDP47400
OG0008875: EDP47309
OG0008876: EDP47411
OG0008877: EDP47273
OG0008878: EDP47250
OG0008879: EDP47402
OG0008880: EDP47393
OG0008881: EDP47231
OG0008882: EDP47233
OG0008883: EDP47346
OG0008884: EDP47287
OG0008885: EDP47239
OG0008886: EDP47350
OG0008887: EDP47444
OG0008888: EDP47415
OG0008889: EDP47376
OG0008890: EDP47337
OG0008891: EDP47330
OG0008892: EDP47420
OG0008893: EDP47265
OG0008894: EDP47383
OG0008895: EDP47260
OG0008896: EDP47328
OG0008897: EDP47399
OG0008898: EDP47351
OG0008899: EDP47390
OG0008900: EDP47417
OG0008901: EDP47272
OG0008902: EDP47343
OG0008903: EDP47353
OG0008904: EDP47410
OG0008905: EDP47409
OG0008906: EDP47447
OG0008907: EDP47248
OG0008908: EDP47277
OG0008909: EDP47427
OG0008910: EDP47430
OG0008911: EDP47382
OG0008912: EDP47446
OG0008913: EDP47378
OG0008914: EDP47285
OG0008915: EDP47324
OG0008916: EDP47425
OG0008917: EDP47261
OG0008918: EDP47243
OG0008919: EDP47429
OG0008920: EDP47434
OG0008921: EDP47245
OG0008922: EDP47338
OG0008923: EDP47391
OG0008924: EDP47445
OG0008925: EDP47297
OG0008926: EDP47247
OG0008927: EDP47263
OG0008928: EDP47448
OG0008929: EDP47234
OG0008930: EDP47408
OG0008931: EDP47228
OG0008932: EDP47290
OG0008933: EDP47244
OG0008934: EDP47340
OG0008935: EDP47345
OG0008936: EDP47442
OG0008937: EDP47310
OG0008938: EDP47267
OG0008939: EDP47317
OG0008940: EDP47349
OG0008941: EDP47334
OG0008942: EDP47406
OG0008943: EDP47366
OG0008944: EDP47286
OG0008945: EDP47352
OG0008946: EDP47306
OG0008947: EDP47223
OG0008948: EDP47348
OG0008949: EDP47229
OG0008950: EDP47441
OG0008951: EDP47329
OG0008952: EDP47240
OG0008953: EDP47344
OG0008954: EDP47388
OG0008955: EDP47424
OG0008956: EDP47284
OG0008957: EDP47313
OG0008958: EDP47220
OG0008959: EDP47438
OG0008960: EDP47322
OG0008961: EDP47332
OG0008962: EDP47236
OG0008963: EDP47373
OG0008964: EDP47412
OG0008965: EDP47367
OG0008966: EDP47264
OG0008967: EDP47278
OG0008968: EDP47395
OG0008969: EDP47403
OG0008970: EDP47304
OG0008971: EDP47226
OG0008972: EDP47311
OG0008973: EDP47305
OG0008974: EDP47308
OG0008975: EDP47224
OG0008976: EDP47256
OG0008977: EDP47359
OG0008978: EDP47365
OG0008979: EDP47368
OG0008980: EDP47428
OG0008981: EDP47269
OG0008982: EDP47314
OG0008983: EDP47443
OG0008984: EDP47219
OG0008985: EDP47333
OG0008986: EDP47389
OG0008987: EDP47258
OG0008988: EDP47321
OG0008989: EDP47331
OG0008990: EDP47237
OG0008991: EDP47253
OG0008992: EDP47268
OG0008993: EDP47421
OG0008994: EDP47221
OG0008995: EDP47232
OG0008996: EDP47288
OG0008997: EDP47292
OG0008998: EDP47257
OG0008999: EDP47342
OG0009000: EDP47431
OG0009001: EDP47404
OG0009002: EDP47407
OG0009003: EDP47413
OG0009004: EDP47294
OG0009005: EDP47271
OG0009006: EDP47295
OG0009007: EDP47392
OG0009008: EDP47242
OG0009009: EDP47303
OG0009010: EDP47436
OG0009011: EDP47325
OG0009012: EDP47414
OG0009013: EDP47246
OG0009014: EDP47274
OG0009015: EDP47289
OG0009016: EDP47341
OG0009017: EDP47370
OG0009018: EDP47357
OG0009019: EDP47372
OG0009020: EDP47377
OG0009021: EDP47316
OG0009022: EDP47362
OG0009023: EDP47312
OG0009024: EDP47381
OG0009025: EDP47440
OG0009026: EDP47218
OG0009027: EDP47225
OG0009028: EDP47241
OG0009029: EDP47418
OG0009030: EDP47270
OG0009031: EDP47379
OG0009032: EDP47435
OG0009033: EDP47326
OG0009034: EDP47296
OG0009035: EDP47405
OG0009036: EDP47437
OG0009037: EDP47397
OG0009038: EDP47249
OG0009039: EDP47217
OG0009040: EDP47356
OG0009041: EDP47416
OG0009042: EDP47419
OG0009043: EDP47323
OG0009044: EDP47302
OG0009045: EDP47327
OG0009046: EDP47301
OG0009047: EDP47315
OG0009048: EDP47266
OG0009049: EDP47363
OG0009050: EDP47291
OG0009051: EDP47354
OG0009052: EDP47319
OG0009053: EDP47355
OG0009054: EDP47235
OG0009055: EDP47299
OG0009056: EDP47347
OG0009057: EDP47238
OG0009058: EDP47396
OG0009059: EDP47422
OG0009060: EDP47426
OG0009061: EDP47387
OG0009062: EDP47369
OG0009063: EDP47364
OG0009064: EDP47282
OG0009065: EDP47361
OG0009066: EDP47336
OG0009067: EDP47339
OG0009068: EDP47423
OG0009069: EDP47320
OG0009070: EDP47230
OG0009071: EDP47255
OG0009072: EDP47318
OG0009073: EDP47252
OG0009074: EDP47401
OG0009075: EDP47262
OG0009076: EDP47259
OG0009077: EDP47281
OG0009078: EDP47385
OG0009079: EDP47439
OG0009080: EDP47398
OG0009081: EDP47279
OG0009082: EDP47251
OG0009083: EDP47283
OG0009084: EDP47293
OG0009085: EDP47335
OG0009086: EDP47222
OG0009087: EDP47374
OG0009088: EDP47380
OG0009089: EDP50416
OG0009090: EDP50388
OG0009091: EDP50387
OG0009092: EDP50217
OG0009093: EDP50704
OG0009094: EDP50287
OG0009095: EDP50029
OG0009096: EDP50335
OG0009097: EDP50245
OG0009098: EDP50342
OG0009099: EDP49976
OG0009100: EDP50340
OG0009101: EDP50429
OG0009102: EDP50677
OG0009103: EDP50042
OG0009104: EDP50352
OG0009105: EDP50784
OG0009106: EDP50794
OG0009107: EDP50593
OG0009108: EDP50165
OG0009109: EDP50282
OG0009110: EDP50008
OG0009111: EDP50839
OG0009112: EDP50822
OG0009113: EDP50423
OG0009114: EDP50411
OG0009115: EDP50119
OG0009116: EDP50193
OG0009117: EDP50710
OG0009118: EDP50477
OG0009119: EDP50076
OG0009120: EDP50497
OG0009121: EDP50014
OG0009122: EDP50799
OG0009123: EDP50619
OG0009124: EDP50631
OG0009125: EDP50331
OG0009126: EDP50141
OG0009127: EDP50249
OG0009128: EDP50097
OG0009129: EDP50321
OG0009130: EDP50665
OG0009131: EDP50740
OG0009132: EDP50689
OG0009133: EDP50224
OG0009134: EDP50024
OG0009135: EDP50121
OG0009136: EDP50124
OG0009137: EDP50079
OG0009138: EDP50414
OG0009139: EDP50589
OG0009140: EDP50523
OG0009141: EDP50219
OG0009142: EDP49960
OG0009143: EDP50386
OG0009144: EDP50847
OG0009145: EDP50316
OG0009146: EDP50531
OG0009147: EDP50650
OG0009148: EDP50579
OG0009149: EDP50846
OG0009150: EDP50041
OG0009151: EDP50248
OG0009152: EDP50278
OG0009153: EDP50406
OG0009154: EDP50688
OG0009155: EDP50154
OG0009156: EDP50220
OG0009157: EDP50719
OG0009158: EDP50133
OG0009159: EDP50087
OG0009160: EDP50540
OG0009161: EDP50801
OG0009162: EDP49981
OG0009163: EDP50017
OG0009164: EDP50019
OG0009165: EDP50200
OG0009166: EDP50355
OG0009167: EDP50132
OG0009168: EDP50218
OG0009169: EDP50376
OG0009170: EDP50826
OG0009171: EDP50054
OG0009172: EDP49983
OG0009173: EDP50583
OG0009174: EDP50255
OG0009175: EDP50264
OG0009176: EDP50420
OG0009177: EDP50756
OG0009178: EDP50366
OG0009179: EDP50170
OG0009180: EDP50526
OG0009181: EDP50031
OG0009182: EDP50455
OG0009183: EDP50714
OG0009184: EDP50175
OG0009185: EDP50692
OG0009186: EDP50591
OG0009187: EDP49987
OG0009188: EDP50400
OG0009189: EDP49993
OG0009190: EDP50519
OG0009191: EDP50467
OG0009192: EDP50594
OG0009193: EDP50179
OG0009194: EDP50385
OG0009195: EDP50011
OG0009196: EDP50585
OG0009197: EDP50812
OG0009198: EDP49971
OG0009199: EDP50754
OG0009200: EDP50728
OG0009201: EDP49974
OG0009202: EDP50858
OG0009203: EDP49964
OG0009204: EDP50712
OG0009205: EDP50772
OG0009206: EDP50494
OG0009207: EDP50209
OG0009208: EDP50767
OG0009209: EDP50107
OG0009210: EDP50374
OG0009211: EDP50394
OG0009212: EDP50303
OG0009213: EDP50489
OG0009214: EDP50835
OG0009215: EDP50153
OG0009216: EDP49988
OG0009217: EDP50310
OG0009218: EDP50020
OG0009219: EDP50180
OG0009220: EDP50040
OG0009221: EDP50633
OG0009222: EDP50073
OG0009223: EDP50866
OG0009224: EDP50199
OG0009225: EDP50274
OG0009226: EDP50015
OG0009227: EDP50096
OG0009228: EDP50103
OG0009229: EDP50268
OG0009230: EDP50173
OG0009231: EDP50535
OG0009232: EDP50828
OG0009233: EDP50393
OG0009234: EDP50780
OG0009235: EDP50428
OG0009236: EDP50305
OG0009237: EDP50643
OG0009238: EDP50804
OG0009239: EDP50360
OG0009240: EDP50870
OG0009241: EDP50301
OG0009242: EDP50506
OG0009243: EDP50511
OG0009244: EDP50099
OG0009245: EDP50567
OG0009246: EDP50773
OG0009247: EDP50322
OG0009248: EDP50559
OG0009249: EDP50597
OG0009250: EDP50830
OG0009251: EDP50447
OG0009252: EDP50148
OG0009253: EDP50161
OG0009254: EDP50469
OG0009255: EDP50729
OG0009256: EDP50172
OG0009257: EDP49965
OG0009258: EDP50697
OG0009259: EDP50778
OG0009260: EDP50528
OG0009261: EDP50228
OG0009262: EDP50112
OG0009263: EDP50152
OG0009264: EDP50424
OG0009265: EDP50570
OG0009266: EDP50140
OG0009267: EDP50566
OG0009268: EDP50667
OG0009269: EDP50581
OG0009270: EDP50599
OG0009271: EDP50298
OG0009272: EDP50671
OG0009273: EDP50401
OG0009274: EDP50438
OG0009275: EDP50476
OG0009276: EDP50204
OG0009277: EDP50549
OG0009278: EDP50788
OG0009279: EDP50197
OG0009280: EDP50114
OG0009281: EDP50571
OG0009282: EDP50475
OG0009283: EDP50803
OG0009284: EDP50440
OG0009285: EDP50543
OG0009286: EDP50696
OG0009287: EDP49966
OG0009288: EDP50284
OG0009289: EDP50753
OG0009290: EDP50717
OG0009291: EDP50033
OG0009292: EDP50470
OG0009293: EDP50110
OG0009294: EDP50425
OG0009295: EDP50437
OG0009296: EDP49989
OG0009297: EDP50407
OG0009298: EDP50715
OG0009299: EDP50817
OG0009300: EDP50150
OG0009301: EDP50187
OG0009302: EDP50058
OG0009303: EDP50521
OG0009304: EDP50867
OG0009305: EDP50736
OG0009306: EDP50816
OG0009307: EDP50630
OG0009308: EDP50722
OG0009309: EDP50673
OG0009310: EDP50445
OG0009311: EDP50281
OG0009312: EDP50129
OG0009313: EDP50766
OG0009314: EDP50564
OG0009315: EDP50745
OG0009316: EDP50061
OG0009317: EDP50380
OG0009318: EDP50495
OG0009319: EDP50735
OG0009320: EDP50157
OG0009321: EDP50558
OG0009322: EDP50057
OG0009323: EDP50215
OG0009324: EDP50613
OG0009325: EDP50048
OG0009326: EDP50629
OG0009327: EDP50595
OG0009328: EDP50433
OG0009329: EDP50596
OG0009330: EDP50669
OG0009331: EDP50262
OG0009332: EDP50002
OG0009333: EDP50191
OG0009334: EDP50854
OG0009335: EDP50390
OG0009336: EDP50436
OG0009337: EDP50774
OG0009338: EDP50783
OG0009339: EDP50344
OG0009340: EDP50744
OG0009341: EDP50089
OG0009342: EDP50269
OG0009343: EDP50426
OG0009344: EDP50750
OG0009345: EDP50308
OG0009346: EDP50094
OG0009347: EDP50702
OG0009348: EDP50143
OG0009349: EDP50292
OG0009350: EDP50694
OG0009351: EDP50560
OG0009352: EDP50862
OG0009353: EDP50009
OG0009354: EDP50592
OG0009355: EDP50164
OG0009356: EDP50652
OG0009357: EDP50464
OG0009358: EDP50286
OG0009359: EDP50022
OG0009360: EDP50294
OG0009361: EDP50838
OG0009362: EDP50252
OG0009363: EDP50313
OG0009364: EDP50849
OG0009365: EDP50672
OG0009366: EDP50059
OG0009367: EDP50118
OG0009368: EDP50208
OG0009369: EDP50225
OG0009370: EDP49959
OG0009371: EDP50295
OG0009372: EDP50246
OG0009373: EDP50530
OG0009374: EDP50818
OG0009375: EDP50488
OG0009376: EDP50648
OG0009377: EDP50379
OG0009378: EDP50216
OG0009379: EDP50516
OG0009380: EDP50618
OG0009381: EDP50605
OG0009382: EDP50242
OG0009383: EDP50731
OG0009384: EDP50397
OG0009385: EDP50864
OG0009386: EDP49982
OG0009387: EDP50021
OG0009388: EDP50038
OG0009389: EDP50169
OG0009390: EDP50539
OG0009391: EDP50432
OG0009392: EDP50659
OG0009393: EDP50134
OG0009394: EDP50490
OG0009395: EDP50533
OG0009396: EDP49985
OG0009397: EDP50399
OG0009398: EDP50598
OG0009399: EDP50787
OG0009400: EDP50829
OG0009401: EDP50657
OG0009402: EDP50857
OG0009403: EDP50645
OG0009404: EDP50060
OG0009405: EDP50166
OG0009406: EDP50427
OG0009407: EDP50751
OG0009408: EDP50238
OG0009409: EDP50639
OG0009410: EDP50708
OG0009411: EDP49972
OG0009412: EDP50395
OG0009413: EDP50067
OG0009414: EDP50859
OG0009415: EDP50299
OG0009416: EDP50302
OG0009417: EDP50350
OG0009418: EDP50524
OG0009419: EDP50628
OG0009420: EDP50028
OG0009421: EDP50113
OG0009422: EDP50632
OG0009423: EDP50683
OG0009424: EDP50484
OG0009425: EDP50563
OG0009426: EDP50679
OG0009427: EDP50742
OG0009428: EDP50259
OG0009429: EDP50431
OG0009430: EDP50034
OG0009431: EDP50548
OG0009432: EDP50623
OG0009433: EDP50137
OG0009434: EDP50730
OG0009435: EDP50053
OG0009436: EDP50724
OG0009437: EDP50182
OG0009438: EDP50232
OG0009439: EDP50588
OG0009440: EDP50052
OG0009441: EDP50330
OG0009442: EDP49970
OG0009443: EDP50000
OG0009444: EDP50012
OG0009445: EDP50814
OG0009446: EDP50239
OG0009447: EDP50611
OG0009448: EDP50637
OG0009449: EDP50723
OG0009450: EDP50749
OG0009451: EDP50660
OG0009452: EDP50656
OG0009453: EDP50680
OG0009454: EDP50368
OG0009455: EDP50622
OG0009456: EDP50277
OG0009457: EDP50472
OG0009458: EDP50492
OG0009459: EDP50013
OG0009460: EDP50253
OG0009461: EDP50833
OG0009462: EDP50682
OG0009463: EDP50640
OG0009464: EDP50334
OG0009465: EDP50081
OG0009466: EDP50291
OG0009467: EDP50538
OG0009468: EDP50155
OG0009469: EDP50544
OG0009470: EDP50117
OG0009471: EDP50718
OG0009472: EDP50501
OG0009473: EDP50236
OG0009474: EDP50481
OG0009475: EDP50569
OG0009476: EDP50811
OG0009477: EDP50503
OG0009478: EDP50235
OG0009479: EDP50192
OG0009480: EDP50074
OG0009481: EDP50327
OG0009482: EDP50296
OG0009483: EDP50402
OG0009484: EDP50691
OG0009485: EDP49973
OG0009486: EDP50290
OG0009487: EDP50603
OG0009488: EDP50010
OG0009489: EDP50681
OG0009490: EDP50518
OG0009491: EDP50602
OG0009492: EDP50610
OG0009493: EDP49961
OG0009494: EDP50573
OG0009495: EDP50738
OG0009496: EDP50678
OG0009497: EDP50775
OG0009498: EDP50237
OG0009499: EDP50771
OG0009500: EDP50685
OG0009501: EDP50055
OG0009502: EDP49994
OG0009503: EDP50600
OG0009504: EDP50162
OG0009505: EDP50181
OG0009506: EDP50136
OG0009507: EDP50125
OG0009508: EDP50404
OG0009509: EDP50709
OG0009510: EDP50768
OG0009511: EDP50323
OG0009512: EDP50737
OG0009513: EDP50848
OG0009514: EDP50850
OG0009515: EDP50354
OG0009516: EDP50435
OG0009517: EDP50227
OG0009518: EDP50500
OG0009519: EDP50576
OG0009520: EDP50063
OG0009521: EDP50430
OG0009522: EDP50684
OG0009523: EDP50275
OG0009524: EDP50452
OG0009525: EDP50634
OG0009526: EDP50120
OG0009527: EDP50346
OG0009528: EDP50363
OG0009529: EDP50383
OG0009530: EDP50462
OG0009531: EDP50800
OG0009532: EDP50365
OG0009533: EDP50075
OG0009534: EDP50861
OG0009535: EDP50128
OG0009536: EDP50088
OG0009537: EDP50471
OG0009538: EDP50504
OG0009539: EDP50590
OG0009540: EDP50815
OG0009541: EDP50319
OG0009542: EDP50568
OG0009543: EDP50706
OG0009544: EDP50005
OG0009545: EDP50409
OG0009546: EDP50233
OG0009547: EDP50727
OG0009548: EDP50666
OG0009549: EDP50547
OG0009550: EDP50347
OG0009551: EDP50405
OG0009552: EDP50270
OG0009553: EDP50149
OG0009554: EDP50522
OG0009555: EDP50065
OG0009556: EDP50863
OG0009557: EDP50247
OG0009558: EDP50093
OG0009559: EDP50824
OG0009560: EDP50658
OG0009561: EDP50662
OG0009562: EDP50062
OG0009563: EDP49979
OG0009564: EDP50188
OG0009565: EDP50577
OG0009566: EDP50261
OG0009567: EDP50266
OG0009568: EDP50283
OG0009569: EDP50231
OG0009570: EDP50348
OG0009571: EDP50580
OG0009572: EDP50457
OG0009573: EDP50229
OG0009574: EDP50372
OG0009575: EDP50587
OG0009576: EDP50653
OG0009577: EDP50655
OG0009578: EDP50868
OG0009579: EDP50711
OG0009580: EDP50027
OG0009581: EDP50443
OG0009582: EDP50338
OG0009583: EDP50491
OG0009584: EDP50066
OG0009585: EDP50244
OG0009586: EDP50513
OG0009587: EDP49998
OG0009588: EDP50869
OG0009589: EDP50234
OG0009590: EDP50104
OG0009591: EDP50448
OG0009592: EDP50686
OG0009593: EDP50288
OG0009594: EDP50456
OG0009595: EDP50617
OG0009596: EDP50473
OG0009597: EDP50586
OG0009598: EDP50565
OG0009599: EDP50607
OG0009600: EDP50130
OG0009601: EDP50158
OG0009602: EDP49968
OG0009603: EDP50126
OG0009604: EDP50109
OG0009605: EDP50145
OG0009606: EDP50641
OG0009607: EDP50855
OG0009608: EDP50049
OG0009609: EDP50417
OG0009610: EDP49969
OG0009611: EDP50840
OG0009612: EDP50064
OG0009613: EDP50343
OG0009614: EDP50739
OG0009615: EDP49975
OG0009616: EDP50007
OG0009617: EDP50364
OG0009618: EDP50212
OG0009619: EDP50106
OG0009620: EDP50747
OG0009621: EDP50325
OG0009622: EDP50101
OG0009623: EDP50674
OG0009624: EDP50333
OG0009625: EDP50183
OG0009626: EDP50185
OG0009627: EDP50243
OG0009628: EDP50841
OG0009629: EDP49999
OG0009630: EDP50454
OG0009631: EDP50359
OG0009632: EDP50318
OG0009633: EDP50337
OG0009634: EDP50035
OG0009635: EDP50300
OG0009636: EDP50382
OG0009637: EDP50160
OG0009638: EDP50460
OG0009639: EDP50809
OG0009640: EDP50144
OG0009641: EDP50572
OG0009642: EDP50555
OG0009643: EDP50647
OG0009644: EDP50095
OG0009645: EDP50820
OG0009646: EDP50463
OG0009647: EDP50845
OG0009648: EDP50661
OG0009649: EDP50050
OG0009650: EDP50194
OG0009651: EDP50250
OG0009652: EDP50100
OG0009653: EDP50146
OG0009654: EDP50418
OG0009655: EDP50651
OG0009656: EDP50260
OG0009657: EDP50517
OG0009658: EDP50635
OG0009659: EDP50045
